list_array[task_number:patterncount],Screen_X,Screen_Y,date,data_Length,player_name,total_distance,,include_count
0,799.9999,450,,2022.8.1_10h29m21s,9270,n22m306,0,0
0;null;null;False;6;False;7386
12;null;null;False;0;False;7386
19;null;null;False;0;False;7386
23;null;null;False;0;False;7386
29;null;null;False;0;False;7386
36;null;null;False;0;False;7386
41;null;null;False;0;False;7386
47;null;null;False;0;False;7386
55;null;null;False;0;False;7386
59;null;null;False;0;False;7386
63;null;null;False;0;False;7386
67;null;null;False;0;False;7386
73;null;null;False;0;False;7386
77;null;null;False;0;False;7386
81;null;null;False;0;False;7386
87;null;null;False;0;False;7386
92;null;null;False;0;False;7386
96;null;null;False;0;False;7386
102;null;null;False;0;False;7386
106;null;null;False;0;False;7386
110;null;null;False;0;False;7386
114;null;null;False;0;False;7386
119;null;null;False;0;False;7386
123;null;null;False;0;False;7386
128;null;null;False;0;False;7386
132;null;null;False;0;False;7386
136;null;null;False;0;False;7386
140;null;null;False;0;False;7386
144;null;null;False;0;False;7386
149;null;null;False;0;False;7386
153;null;null;False;0;False;7386
157;null;null;False;0;False;7386
161;null;null;False;0;False;7386
165;null;null;False;0;False;7386
169;null;null;False;0;False;7386
173;null;null;False;0;False;7386
177;null;null;False;0;False;7386
181;null;null;False;0;False;7386
185;null;null;False;0;False;7386
189;null;null;False;0;False;7386
192;null;null;False;0;False;7386
196;null;null;False;0;False;7386
200;null;null;False;0;False;7386
204;null;null;False;0;False;7386
208;null;null;False;0;False;7386
212;null;null;False;0;False;7386
216;null;null;False;0;False;7386
220;null;null;False;0;False;7386
223;null;null;False;0;False;7386
227;null;null;False;0;False;7386
231;null;null;False;0;False;7386
235;null;null;False;0;False;7386
239;null;null;False;0;False;7386
243;null;null;False;0;False;7386
247;null;null;False;0;False;7386
251;null;null;False;0;False;7386
255;null;null;False;0;False;7386
258;null;null;False;0;False;7386
263;null;null;False;0;False;7386
267;null;null;False;0;False;7386
271;null;null;False;0;False;7386
275;null;null;False;0;False;7386
279;null;null;False;0;False;7386
284;null;null;False;0;False;7386
287;null;null;False;0;False;7386
291;null;null;False;0;False;7386
295;null;null;False;0;False;7386
299;null;null;False;0;False;7386
303;null;null;False;0;False;7386
307;null;null;False;0;False;7386
311;null;null;False;0;False;7386
316;null;null;False;0;False;7386
319;null;null;False;0;False;7386
325;null;null;False;0;False;7386
327;null;null;False;0;False;7386
332;null;null;False;0;False;7386
337;null;null;False;0;False;7386
341;null;null;False;0;False;7386
345;null;null;False;0;False;7386
349;null;null;False;0;False;7386
353;null;null;False;0;False;7386
358;null;null;False;0;False;7386
362;null;null;False;0;False;7386
366;null;null;False;0;False;7386
373;null;null;False;0;False;7386
375;null;null;False;0;False;7386
380;null;null;False;0;False;7386
384;null;null;False;0;False;7386
389;null;null;False;0;False;7386
393;null;null;False;0;False;7386
397;null;null;False;0;False;7386
402;null;null;False;0;False;7386
