list_array[task_number:patterncount],	Screen_X,	Screen_Y,		date,		data_Length	player_name	total_distance,	include_count
8194;null;null;;False;0
8220;null;null;;False;0
8226;null;null;;False;0
8229;null;null;;False;0
8234;null;null;;False;0
8238;null;null;;False;0
8243;null;null;;False;0
8247;null;null;;False;0
8251;null;null;;False;0
8255;null;null;;False;0
8260;null;null;;False;0
8265;null;null;;False;0
8269;null;null;;False;0
8273;null;null;;False;0
8278;null;null;;False;0
8282;null;null;;False;0
8287;null;null;;False;0
8293;null;null;;False;0
8297;null;null;;False;0
8301;null;null;;False;0
8306;null;null;;False;0
8310;null;null;;False;0
8315;null;null;;False;0
8319;null;null;;False;0
8324;null;null;;False;0
8328;null;null;;False;0
8332;null;null;;False;0
8336;null;null;;False;0
8342;null;null;;False;0
8357;null;null;;False;0
8372;null;null;;False;0
8375;null;null;;False;0
8381;null;null;;False;0
8386;null;null;;False;0
8390;null;null;;False;0
8396;null;null;;False;0
8400;null;null;;False;0
8404;null;null;;False;0
8408;null;null;;False;0
8413;null;null;;False;0
8417;null;null;;False;0
8421;null;null;;False;0
8425;null;null;;False;0
8429;null;null;;False;0
8434;null;null;;False;0
8439;null;null;;False;0
8444;null;null;;False;0
8448;null;null;;False;0
8452;null;null;;False;0
8456;null;null;;False;0
8460;null;null;;False;0
8464;null;null;;False;0
8468;null;null;;False;0
8472;null;null;;False;0
8477;null;null;;False;0
8482;null;null;;False;0
8486;null;null;;False;0
8490;null;null;;False;0
8494;null;null;;False;0
8498;null;null;;False;0
8502;null;null;;False;0
8506;null;null;;False;0
8510;null;null;;False;0
8515;null;null;;False;0
8518;null;null;;False;0
8522;null;null;;False;0
8527;null;null;;False;0
8531;null;null;;False;0
8535;null;null;;False;0
8538;null;null;;False;0
8542;null;null;;False;0
8547;null;null;;False;0
8551;null;null;;False;0
8555;null;null;;False;0
8559;null;null;;False;0
8563;null;null;;False;0
8566;null;null;;False;0
8570;null;null;;False;0
8575;null;null;;False;0
8579;null;null;;False;0
8583;null;null;;False;0
8587;null;null;;False;0
8592;null;null;;False;0
8598;null;null;;False;0
8601;null;null;;False;0
8605;null;null;;False;0
8611;null;null;;False;0
8615;null;null;;False;0
8619;null;null;;False;0
8623;null;null;;False;0
8627;null;null;;False;0
8631;null;null;;False;0
8635;null;null;;False;0
8639;null;null;;False;0
8643;null;null;;False;0
8648;null;null;;False;0
8654;null;null;;False;0
8659;null;null;;False;0
8666;null;null;;False;0
8671;null;null;;False;0
8674;null;null;;False;0
8682;null;null;;False;0
8688;null;null;;False;0
8691;null;null;;False;0
8698;null;null;;False;0
8704;null;null;;False;0
8706;null;null;;False;0
8713;null;null;;False;0
8718;null;null;;False;0
8720;null;null;;False;0
8727;null;null;;False;0
8730;null;null;;False;0
8734;null;null;;False;0
8738;null;null;;False;0
8742;null;null;;False;0
8746;null;null;;False;0
8751;null;null;;False;0
8754;null;null;;False;0
8758;null;null;;False;0
8766;null;null;;False;0
8768;null;null;;False;0
8772;null;null;;False;0
8777;null;null;;False;0
8781;null;null;;False;0
8784;null;null;;False;0
8788;null;null;;False;0
8793;null;null;;False;0
8797;null;null;;False;0
8801;null;null;;False;0
8805;null;null;;False;0
8809;null;null;;False;0
8814;null;null;;False;0
8818;null;null;;False;0
8825;null;null;;False;0
8828;null;null;;False;0
8832;null;null;;False;0
8837;null;null;;False;0
8841;null;null;;False;0
8846;null;null;;False;0
8850;null;null;;False;0
8856;null;null;;False;0
