9132;null;null;;False;0;1228.512
4;null;null;;False;0;1228.512
9;null;null;;False;0;1228.512
16;null;null;;False;0;1222.363
23;null;null;;False;0;1222.363
27;null;null;;False;0;1222.363
30;null;null;;False;0;1222.363
34;null;null;;False;0;1222.363
38;null;null;;False;0;1222.363
43;null;null;;False;0;1222.363
46;null;null;;False;0;1222.363
50;null;null;;False;0;1222.363
55;null;null;;False;0;1222.363
59;null;null;;False;0;1222.363
63;null;null;;False;0;1222.363
67;null;null;;False;0;1222.363
71;null;null;;False;0;1222.363
75;null;null;;False;0;1222.363
79;null;null;;False;0;1222.363
93;null;null;;False;0;1222.363
95;null;null;;False;0;1222.363
101;null;null;;False;0;1222.363
104;null;null;;False;0;1222.363
108;null;null;;False;0;1222.363
113;null;null;;False;0;1222.363
117;null;null;;False;0;1222.363
120;null;null;;False;0;1222.363
125;null;null;;False;0;1222.363
129;null;null;;False;0;1222.363
133;null;null;;False;0;1222.363
137;null;null;;False;0;1222.363
142;null;null;;False;0;1222.363
146;null;null;;False;0;1222.363
148;null;null;;False;0;1222.363
152;null;null;;False;0;1222.363
156;null;null;;False;0;1222.363
160;null;null;;False;0;1222.363
164;null;null;;False;0;1222.363
168;null;null;;False;0;1222.363
173;null;null;;False;0;1222.363
176;null;null;;False;0;1222.363
180;null;null;;False;0;1222.363
185;null;null;;False;0;1222.363
188;null;null;;False;0;1222.363
192;null;null;;False;0;1222.363
196;null;null;;False;0;1222.363
200;null;null;;False;0;1222.363
204;null;null;;False;0;1222.363
208;null;null;;False;0;1222.363
212;null;null;;False;0;1222.363
216;null;null;;False;0;1222.363
219;null;null;;False;0;1222.363
223;null;null;;False;0;1222.363
227;null;null;;False;0;1222.363
231;null;null;;False;0;1222.363
234;null;null;;False;0;1222.363
239;null;null;;False;0;1222.363
242;null;null;;False;0;1222.363
246;null;null;;False;0;1222.363
250;null;null;;False;0;1222.363
254;null;null;;False;0;1222.363
258;null;null;;False;0;1222.363
262;null;null;;False;0;1222.363
265;null;null;;False;0;1222.363
269;null;null;;False;0;1222.363
274;null;null;;False;0;1222.363
278;null;null;;False;0;1222.363
281;null;null;;False;0;1222.363
285;null;null;;False;0;1222.363
289;null;null;;False;0;1222.363
293;null;null;;False;0;1222.363
299;null;null;;False;0;1222.363
302;null;null;;False;0;1222.363
306;null;null;;False;0;1222.363
310;null;null;;False;0;1208.015
317;null;null;;False;0;1208.015
319;null;null;;False;0;1183.419
325;null;null;;False;0;1183.419
328;null;null;;False;0;1171.12
335;null;null;;False;0;1171.12
338;null;null;;False;0;1164.971
345;null;null;;False;0;1164.971
347;null;null;;False;0;1164.971
350;null;null;;False;0;1164.971
355;null;null;;False;0;1164.971
359;null;null;;False;0;1162.922
366;null;null;;False;0;1162.922
368;null;null;;False;0;1162.922
372;null;null;;False;0;1162.922
377;null;null;;False;0;1158.822
382;null;null;;False;0;1150.623
387;null;null;;False;0;1150.623
390;null;null;;False;0;1138.325
